,number,value,datetime_start,datetime_complete,duration,params_bpm_step,params_gaussian_prior_mu,params_gaussian_prior_sigma,params_max_bpm,params_min_bpm,params_smooth_bpm_window,params_smooth_time_window,state
22,22,0.6458333333333334,2023-04-04 03:09:32.887877,2023-04-04 03:09:39.486353,0 days 00:00:06.598476,0.11342769348306736,102,152.18014589441768,285,36,9.012556317171468,5.348479338744693,COMPLETE
23,23,0.6666666666666666,2023-04-04 03:09:39.486735,2023-04-04 03:10:37.242018,0 days 00:00:57.755283,0.01600629971787021,110,254.79980464565693,269,35,7.840580353467086,5.094043378233582,COMPLETE
24,24,0.3645833333333333,2023-04-04 03:10:37.242341,2023-04-04 03:11:16.693504,0 days 00:00:39.451163,0.02293381165763851,177,258.91008870291154,265,31,7.596059525583543,5.170642211419187,COMPLETE
25,25,0.5520833333333334,2023-04-04 03:11:16.693829,2023-04-04 03:11:19.353024,0 days 00:00:02.659195,0.22780779756654362,138,353.5263188929518,252,42,6.816196366856957,3.414829595591538,COMPLETE
26,26,0.5989583333333334,2023-04-04 03:11:19.353344,2023-04-04 03:11:28.993536,0 days 00:00:09.640192,0.07200103267339043,72,233.40841905121115,270,36,6.083513380443103,5.29253646113587,COMPLETE
27,27,0.65625,2023-04-04 03:11:28.993851,2023-04-04 03:11:35.797664,0 days 00:00:06.803813,0.1127078265874717,117,383.97912275122667,288,28,7.510288884705739,3.8727979282218175,COMPLETE
28,28,0.34375,2023-04-04 03:11:35.797989,2023-04-04 03:12:13.862119,0 days 00:00:38.064130,0.015530375742526081,198,299.1844268610427,181,38,8.087705077557773,4.549834695570432,COMPLETE
29,29,0.4375,2023-04-04 03:12:13.862440,2023-04-04 03:12:14.896504,0 days 00:00:01.034064,0.6178800461617845,122,407.86469880495764,233,33,6.362916440974766,6.023842345642954,COMPLETE
30,30,0.03125,2023-04-04 03:12:14.896822,2023-04-04 03:12:17.862300,0 days 00:00:02.965478,0.23932804246867076,34,105.01528627417667,279,26,7.145248850203041,7.671663284334663,COMPLETE
31,31,0.6666666666666666,2023-04-04 03:12:17.862631,2023-04-04 03:12:23.406196,0 days 00:00:05.543565,0.13667157256167337,117,380.97482086569045,290,27,7.593769266493968,3.807646210920817,COMPLETE
32,32,0.6354166666666666,2023-04-04 03:12:23.406561,2023-04-04 03:12:28.210613,0 days 00:00:04.804052,0.16179569570377378,103,323.0218544366771,292,22,7.746361021737479,3.1405113554415185,COMPLETE
33,33,0.5364583333333334,2023-04-04 03:12:28.210932,2023-04-04 03:12:36.042989,0 days 00:00:07.832057,0.0897723965672488,65,243.8298786075962,269,32,6.617030060467215,4.77678128604757,COMPLETE
34,34,0.4583333333333333,2023-04-04 03:12:36.043304,2023-04-04 03:12:45.823435,0 days 00:00:09.780131,0.07189610774637815,158,512.692796440575,281,41,5.653550795936316,5.820814879918303,COMPLETE
35,35,0.5572916666666666,2023-04-04 03:12:45.823763,2023-04-04 03:12:49.003618,0 days 00:00:03.179855,0.2500945532883749,141,436.4285799205561,291,17,8.477542978060711,3.74422183911759,COMPLETE
36,36,0.625,2023-04-04 03:12:49.003941,2023-04-04 03:12:52.974184,0 days 00:00:03.970243,0.17158995209273722,129,310.3949029999666,274,35,6.731101842996549,4.237885391663753,COMPLETE
37,37,0.65625,2023-04-04 03:12:52.974666,2023-04-04 03:12:57.226794,0 days 00:00:04.252128,0.14684788818630373,108,383.6000651612694,249,38,9.295882608044566,3.8930686185716157,COMPLETE
38,38,0.484375,2023-04-04 03:12:57.227114,2023-04-04 03:12:59.581177,0 days 00:00:02.354063,0.2892144268393455,153,221.16120921163764,281,28,5.155649570447352,2.2881571448972937,COMPLETE
39,39,0.234375,2023-04-04 03:12:59.581510,2023-04-04 03:13:01.078697,0 days 00:00:01.497187,0.38302740506397404,191,487.42032378661906,221,30,8.514362292065178,2.985508043591199,COMPLETE
