,number,value,datetime_start,datetime_complete,duration,params_bpm_step,params_max_bpm,params_min_bpm,params_smooth_bpm_window,params_smooth_time_window,state
55,55,0.5169792554703041,2023-04-05 20:01:58.271638,2023-04-05 20:02:08.804517,0 days 00:00:10.532879,0.10861013200481867,196,19,7.360959570242725,8.282879490743248,COMPLETE
56,56,0.4342142654163115,2023-04-05 20:02:08.804824,2023-04-05 20:02:35.610923,0 days 00:00:26.806099,0.049534130517810235,220,10,4.847585783628591,8.659186665829294,COMPLETE
57,57,0.5120062517760727,2023-04-05 20:02:35.611220,2023-04-05 20:02:42.585723,0 days 00:00:06.974503,0.1492201228731756,191,13,4.350774437965983,9.964750323597002,COMPLETE
58,58,0.4830207445296959,2023-04-05 20:02:42.586030,2023-04-05 20:02:56.644805,0 days 00:00:14.058775,0.08134986116689097,203,23,5.904055320884014,6.173097987733746,COMPLETE
59,59,0.47314578005115093,2023-04-05 20:02:56.645117,2023-04-05 20:03:00.695217,0 days 00:00:04.050100,0.254454254603815,187,18,5.480574523952992,9.258059422698556,COMPLETE
60,60,0.33169934640522875,2023-04-05 20:03:00.695511,2023-04-05 20:03:15.754536,0 days 00:00:15.059025,0.10962215514101978,290,20,6.3892340612864995,9.671146769968777,COMPLETE
61,61,0.5412048877522023,2023-04-05 20:03:15.754861,2023-04-05 20:03:23.950565,0 days 00:00:08.195704,0.12609682538165384,184,12,4.297475793592025,8.524735258008315,COMPLETE
62,62,0.5361608411480534,2023-04-05 20:03:23.951002,2023-04-05 20:03:28.925313,0 days 00:00:04.974311,0.2010477532890727,182,15,5.137564838455936,8.886937541345835,COMPLETE
63,63,0.5073174197215118,2023-04-05 20:03:28.925621,2023-04-05 20:03:58.444686,0 days 00:00:29.519065,0.03789197336875466,190,12,3.682226001176601,9.189580989528713,COMPLETE
64,64,0.5267831770389315,2023-04-05 20:03:58.444987,2023-04-05 20:04:12.578117,0 days 00:00:14.133130,0.08094546926904006,195,14,5.718231455568969,8.602413751741569,COMPLETE
65,65,0.42924126172208016,2023-04-05 20:04:12.578420,2023-04-05 20:04:21.500162,0 days 00:00:08.921742,0.15315054070648307,235,16,7.724889698834998,8.095556144842458,COMPLETE
66,66,0.5266410912190963,2023-04-05 20:04:21.500466,2023-04-05 20:06:42.202994,0 days 00:02:20.702528,0.010897123161625472,183,11,6.785158245583747,8.978122604085156,COMPLETE
67,67,0.5120772946859903,2023-04-05 20:06:42.203320,2023-04-05 20:06:47.020730,0 days 00:00:04.817410,0.2235533319012326,187,18,7.098784402813042,9.676910565802142,COMPLETE
68,68,0.5024154589371981,2023-04-05 20:06:47.021183,2023-04-05 20:06:57.445669,0 days 00:00:10.424486,0.10414211393577705,197,22,6.020385892750784,8.378807486259362,COMPLETE
69,69,0.5557686842853083,2023-04-05 20:06:57.445980,2023-04-05 20:07:03.541884,0 days 00:00:06.095904,0.17016846356399518,180,16,7.990072705357438,7.682219281998001,COMPLETE
70,70,0.4438050582551862,2023-04-05 20:07:03.542374,2023-04-05 20:07:11.017262,0 days 00:00:07.474888,0.16389488097915153,210,16,8.45202317645601,7.55225160730341,COMPLETE
71,71,0.5509377664109122,2023-04-05 20:07:11.017715,2023-04-05 20:07:19.357128,0 days 00:00:08.339413,0.12797145342791674,182,14,7.932513811787103,7.996726211342305,COMPLETE
72,72,0.5754475703324808,2023-04-05 20:07:19.357574,2023-04-05 20:07:32.476800,0 days 00:00:13.119226,0.07909928053183048,180,19,7.462232070097312,9.191943120287712,COMPLETE
73,73,0.5754475703324808,2023-04-05 20:07:32.477121,2023-04-05 20:07:46.838623,0 days 00:00:14.361502,0.07341047701846844,180,19,7.517334946969657,9.227859600810826,COMPLETE
74,74,0.5462489343563511,2023-04-05 20:07:46.838928,2023-04-05 20:08:00.734074,0 days 00:00:13.895146,0.0780744909425973,189,21,7.546776319181909,9.173432472278309,COMPLETE
75,75,0.5023444160272805,2023-04-05 20:08:00.734384,2023-04-05 20:08:35.980138,0 days 00:00:35.245754,0.03317638844049532,193,20,8.070657241860665,9.381731807151835,COMPLETE
76,76,0.5754475703324808,2023-04-05 20:08:35.980440,2023-04-05 20:08:50.620964,0 days 00:00:14.640524,0.06885308415526303,180,23,7.2526328651416705,9.750829976267571,COMPLETE
77,77,0.5463199772662688,2023-04-05 20:08:50.621267,2023-04-05 20:09:07.919140,0 days 00:00:17.297873,0.061160231448238525,188,24,7.207291902734002,9.83266476451462,COMPLETE
78,78,0.4146064222790565,2023-04-05 20:09:07.919599,2023-04-05 20:09:54.871889,0 days 00:00:46.952290,0.0322732231562309,250,23,7.6365353153868325,9.443621149496735,COMPLETE
79,79,0.580278488206877,2023-04-05 20:09:54.872216,2023-04-05 20:10:06.520100,0 days 00:00:11.647884,0.09006012308765943,180,19,7.006708222448279,9.743644394875483,COMPLETE
80,80,0.5706166524580847,2023-04-05 20:10:06.520437,2023-04-05 20:10:19.211360,0 days 00:00:12.690923,0.08428260884264005,182,19,7.408657004907868,9.898190662682465,COMPLETE
81,81,0.5705456095481671,2023-04-05 20:10:19.211676,2023-04-05 20:10:30.608475,0 days 00:00:11.396799,0.09116253923084315,180,19,7.345833653317614,9.778783648950261,COMPLETE
82,82,0.5706166524580847,2023-04-05 20:10:30.608814,2023-04-05 20:10:42.601981,0 days 00:00:11.993167,0.08663866380015914,180,19,6.980395234662615,9.79759046488437,COMPLETE
83,83,0.5852514919011083,2023-04-05 20:10:42.602435,2023-04-05 20:10:54.464687,0 days 00:00:11.862252,0.0870872966704584,180,19,7.24191976840996,9.77951974931435,COMPLETE
84,84,0.5704745666382495,2023-04-05 20:10:54.465006,2023-04-05 20:11:05.259261,0 days 00:00:10.794255,0.0963752836748324,180,19,7.270340557096346,9.802678221190385,COMPLETE
85,85,0.5024154589371981,2023-04-05 20:11:05.259591,2023-04-05 20:11:40.185729,0 days 00:00:34.926138,0.03282642408642265,192,20,7.815209943810351,9.97453966953658,COMPLETE
86,86,0.5705456095481671,2023-04-05 20:11:40.186036,2023-04-05 20:11:51.481711,0 days 00:00:11.295675,0.08921241621981632,180,25,7.00643834835811,9.974112577662481,COMPLETE
87,87,0.5510798522307473,2023-04-05 20:11:51.482174,2023-04-05 20:12:09.624025,0 days 00:00:18.141851,0.05863472096718755,186,21,6.504856364331062,9.615833967244026,COMPLETE
88,88,0.302358624609264,2023-04-05 20:12:09.624367,2023-04-05 20:12:20.021014,0 days 00:00:10.396647,0.15095643871102776,279,19,6.804262949849077,9.735538833514036,COMPLETE
89,89,0.5314009661835749,2023-04-05 20:12:20.021325,2023-04-05 20:12:24.845974,0 days 00:00:04.824649,0.19323353572611374,190,45,7.334322275773832,9.091956275738186,COMPLETE
90,90,0.5559107701051434,2023-04-05 20:12:24.846285,2023-04-05 20:12:38.755042,0 days 00:00:13.908757,0.0739479632486392,182,24,8.441459952436833,9.533443451867239,COMPLETE
91,91,0.5656436487638534,2023-04-05 20:12:38.755353,2023-04-05 20:12:49.468728,0 days 00:00:10.713375,0.09264729550773666,180,26,7.050939287187011,9.922305469064792,COMPLETE
92,92,0.53154305200341,2023-04-05 20:12:49.469034,2023-04-05 20:13:26.533871,0 days 00:00:37.064837,0.02826095791625162,180,23,6.6894801460238895,9.999043260739736,COMPLETE
93,93,0.555981813015061,2023-04-05 20:13:26.534348,2023-04-05 20:13:38.731435,0 days 00:00:12.197087,0.0842290461412857,186,28,7.030482656412091,9.323687249285973,COMPLETE
94,94,0.5755186132423984,2023-04-05 20:13:38.731919,2023-04-05 20:13:56.497772,0 days 00:00:17.765853,0.060166953062666825,183,21,7.695807204531901,9.683168705646352,COMPLETE
95,95,0.5267831770389315,2023-04-05 20:13:56.498081,2023-04-05 20:15:45.905911,0 days 00:01:49.407830,0.013677972490054494,188,21,8.187965545792077,9.6741889259755,COMPLETE
96,96,0.551150895140665,2023-04-05 20:15:45.906254,2023-04-05 20:16:05.234082,0 days 00:00:19.327828,0.05616544303726692,185,19,7.753884387859314,9.090850485569524,COMPLETE
97,97,0.5364450127877237,2023-04-05 20:16:05.234560,2023-04-05 20:16:12.465004,0 days 00:00:07.230444,0.14067864885634698,183,22,7.254799198833095,8.812654202284456,COMPLETE
98,98,0.5316851378232452,2023-04-05 20:16:12.465337,2023-04-05 20:16:37.807542,0 days 00:00:25.342205,0.04465945981499034,192,18,7.4407738805255,9.50298602590703,COMPLETE
99,99,0.49730036942313155,2023-04-05 20:16:37.807857,2023-04-05 20:16:46.554639,0 days 00:00:08.746782,0.12885787526568934,198,20,7.648167966951644,9.716572929348471,COMPLETE
