,number,value,datetime_start,datetime_complete,duration,params_alpha,params_beta,params_bpm_step,params_gamma,params_max_bpm,params_min_bpm,params_parncutt_prior_mu,params_parncutt_prior_sigma,params_smooth_bpm_window,params_smooth_time_window,state
31,31,0.6047882921284456,2023-04-07 18:31:26.759144,2023-04-07 18:31:34.218120,0 days 00:00:07.458976,0.06023870261170938,0.15002316450328912,0.1677093891317482,0.5871060958698836,261,47,96,1.4383039833674842,4.743381001021409,2.874511353961295,COMPLETE
32,32,0.5899403239556692,2023-04-07 18:31:34.218498,2023-04-07 18:31:38.478707,0 days 00:00:04.260209,0.15242243331450667,0.07218611455632129,0.3090891536558261,0.6868001629509566,266,43,119,0.9312770481570947,6.032878794429193,2.071169756914858,COMPLETE
33,33,0.38498152884342146,2023-04-07 18:31:38.479056,2023-04-07 18:31:44.438680,0 days 00:00:05.959624,0.08502804635651223,0.17725914570256834,0.2299666809911083,0.4833484150142638,268,39,65,2.552817934414122,6.3461403772129055,3.002089418974747,COMPLETE
34,34,0.5219522591645354,2023-04-07 18:31:44.439037,2023-04-07 18:31:48.463693,0 days 00:00:04.024656,0.17133686107495022,0.27554831237193395,0.2962720600047778,0.5437600494097917,253,50,80,1.9442329058008752,5.291196878062967,1.2486928399829664,COMPLETE
35,35,0.585109406081273,2023-04-07 18:31:48.464048,2023-04-07 18:31:58.118501,0 days 00:00:09.654453,0.1601705380520102,0.07647715691563825,0.1630368963937891,0.41012708510856427,280,23,110,0.7016454767062866,6.507911671868339,2.096390259457678,COMPLETE
36,36,0.2681869849389031,2023-04-07 18:31:58.118866,2023-04-07 18:32:08.603456,0 days 00:00:10.484590,0.04848273626832849,0.2142155296121655,0.14094576910761158,0.5839137265392037,286,47,39,1.4616718377681528,7.915371409950197,1.3703178484271463,COMPLETE
37,37,0.5072463768115942,2023-04-07 18:32:08.603838,2023-04-07 18:32:14.640986,0 days 00:00:06.037148,0.1143613964657752,0.38856336200296593,0.21070565945423203,0.2752516806517967,258,40,135,0.16304025465410488,4.961686703723011,2.4792412000266886,COMPLETE
38,38,0.31209150326797386,2023-04-07 18:32:14.641344,2023-04-07 18:32:19.956997,0 days 00:00:05.315653,0.26015173014624515,0.13004430359590868,0.2564444594428282,0.36380305287298875,270,27,168,3.1141564626195897,4.302042093311513,4.324189649025935,COMPLETE
39,39,0.5608837737993748,2023-04-07 18:32:19.957353,2023-04-07 18:32:27.034512,0 days 00:00:07.077159,0.33694515054785423,0.05011411525763496,0.2008027505349522,0.4982391024550125,277,35,125,2.3328398791093203,5.605438127089368,1.918136909636151,COMPLETE
40,40,0.2733020744529696,2023-04-07 18:32:27.035014,2023-04-07 18:32:35.645830,0 days 00:00:08.610816,0.16104130003924216,0.280544952278028,0.14759669161578295,0.4447715176925776,263,43,186,1.650495154367941,3.9944878615630346,3.705691624817632,COMPLETE
41,41,0.6194231315714691,2023-04-07 18:32:35.646196,2023-04-07 18:32:43.717512,0 days 00:00:08.071316,0.053618432699706356,0.13232363826501897,0.15503706973616624,0.6039072284307021,259,47,99,0.6678307843497404,4.764116779829652,2.934959426703916,COMPLETE
42,42,0.6243961352657005,2023-04-07 18:32:43.717887,2023-04-07 18:32:52.438518,0 days 00:00:08.720631,0.010157408715164698,0.14311595194220733,0.14373322765158145,0.6034578940278086,257,47,93,0.6138485117758699,4.8891996534917395,2.7850351741304213,COMPLETE
43,43,0.1025859619210003,2023-04-07 18:32:52.439047,2023-04-07 18:32:56.058743,0 days 00:00:03.619696,0.03464830728901837,0.19812355599726536,0.3447794420804049,0.5997857825097542,257,47,286,0.6149974103327117,4.670033781772658,4.833564327521186,COMPLETE
44,44,0.5510798522307474,2023-04-07 18:32:56.059103,2023-04-07 18:33:09.201815,0 days 00:00:13.142712,0.005775878987573202,0.14129576712998568,0.1041219352696997,0.6486566586933364,269,46,78,0.729439055130205,6.119171675258984,3.570548543935267,COMPLETE
45,45,0.639030974708724,2023-04-07 18:33:09.202183,2023-04-07 18:33:18.559858,0 days 00:00:09.357675,0.07033065855575037,0.1549814990164039,0.14045013496504916,0.6151669625349181,260,49,95,1.2419089141981572,6.645592918264557,2.631773295062064,COMPLETE
46,46,0.2827507814720091,2023-04-07 18:33:18.560208,2023-04-07 18:33:25.225475,0 days 00:00:06.665267,0.06782045435047707,0.11442869341187124,0.19485107787256062,0.6158171982224514,260,49,55,1.0584872763540252,7.469918261854631,2.669467253981388,COMPLETE
47,47,0.43890309747087236,2023-04-07 18:33:25.225845,2023-04-07 18:33:30.033025,0 days 00:00:04.807180,0.004437046996909183,0.2366744874984511,0.26135003362200043,0.6849334915754781,255,50,71,2.1797935531057187,6.666450624711785,2.1566308278736113,COMPLETE
48,48,0.33660130718954245,2023-04-07 18:33:30.033382,2023-04-07 18:33:39.289991,0 days 00:00:09.256609,0.10836140637862611,0.17396514567516086,0.1366297885479231,0.5724390922684198,251,48,149,0.10981820018234467,6.874162730036,2.9731596366392408,COMPLETE
49,49,0.5559818130150611,2023-04-07 18:33:39.290356,2023-04-07 18:33:46.009400,0 days 00:00:06.719044,0.05990960230406033,0.07796700317619953,0.2247591270078993,0.6367226213435243,297,42,128,0.5873593356251563,5.595070766406047,4.169442323126841,COMPLETE
50,50,0.6291560102301791,2023-04-07 18:33:46.009754,2023-04-07 18:33:50.109194,0 days 00:00:04.099440,0.12364558155945357,0.035316384884948024,0.31900064593989197,0.6846659804028774,273,48,112,1.7451112961054227,4.964331010355403,2.779422574414856,COMPLETE
51,51,0.6144501278772379,2023-04-07 18:33:50.109554,2023-04-07 18:33:54.197228,0 days 00:00:04.087674,0.1256873770493753,0.03404151515458878,0.3191719451277702,0.7212479927615527,275,48,110,1.6886431465318443,4.919482080826232,3.0177868641214287,COMPLETE
52,52,0.5900113668655868,2023-04-07 18:33:54.197592,2023-04-07 18:33:56.898170,0 days 00:00:02.700578,0.049513587488924565,0.14266085796721062,0.5123878513558776,0.609502876078803,272,46,90,1.2360909489376912,5.245321015751073,2.2356171206998243,COMPLETE
53,53,0.6046462063086104,2023-04-07 18:33:56.898536,2023-04-07 18:34:00.290803,0 days 00:00:03.392267,0.08952669271528162,0.03521401047635761,0.37264071848132485,0.5256012105586051,264,49,95,0.5073193161830121,4.721540076248909,2.7640084100025235,COMPLETE
54,54,0.6046462063086104,2023-04-07 18:34:00.291160,2023-04-07 18:34:07.062533,0 days 00:00:06.771373,0.028255361202601983,0.09791632438710891,0.19232613525531433,0.7165000873154006,259,44,109,2.8828792834160364,6.089333536694025,1.8424523149113539,COMPLETE
55,55,0.2584541062801932,2023-04-07 18:34:07.062912,2023-04-07 18:34:18.105585,0 days 00:00:11.042673,0.1301552235013421,0.14613746650007153,0.13268023644677213,0.5597253275199208,255,18,50,1.7257257375541497,6.3585506614267695,3.3185542929557887,COMPLETE
56,56,0.3947854504120489,2023-04-07 18:34:18.106083,2023-04-07 18:34:22.638389,0 days 00:00:04.532306,0.1749554163981461,0.002874518965078704,0.2642315853327907,0.6450027119244083,246,46,73,1.1582246278753108,5.773924729989198,3.8782596647021954,COMPLETE
57,57,0.5852514919011083,2023-04-07 18:34:22.638753,2023-04-07 18:34:25.789521,0 days 00:00:03.150768,0.004428565426212186,0.10589914483283969,0.40788483512495793,0.5675414751635841,265,50,89,2.1796099475704325,4.340084100139478,1.0255886472872793,COMPLETE
58,58,0.0,2023-04-07 18:34:25.789891,2023-04-07 18:34:29.868153,0 days 00:00:04.078262,0.12891958159979905,0.18565018299844088,0.3275885335926877,0.5186298597675106,271,42,30,0.3787441521297125,5.218425996249421,3.24601519794231,COMPLETE
59,59,0.6094771241830065,2023-04-07 18:34:29.868526,2023-04-07 18:34:37.609432,0 days 00:00:07.740906,0.07275446577430295,0.25322456566119894,0.17678069193401014,0.7732635959767789,275,44,118,0.9971110522751799,5.522216521441137,2.741458702121606,COMPLETE
60,60,0.6145922136970731,2023-04-07 18:34:37.609789,2023-04-07 18:34:47.399541,0 days 00:00:09.789752,0.1951456786991571,0.04008664757545605,0.1314890719145317,0.6646771408324368,261,47,101,1.346488544567308,4.934640760770429,2.41163817866828,COMPLETE
61,61,0.5948422847399829,2023-04-07 18:34:47.399899,2023-04-07 18:34:56.556002,0 days 00:00:09.156103,0.18544666141525654,0.04364284830280229,0.1399952593506639,0.6267625985250349,261,47,107,1.4399353678412377,4.861367788690034,1.7441734399366857,COMPLETE
62,62,0.6194941744813868,2023-04-07 18:34:56.556364,2023-04-07 18:35:01.855570,0 days 00:00:05.299206,0.22640694797883065,0.08336096245273997,0.22554555845487834,0.6071585238771777,256,49,101,0.5326574920994153,4.548378779744272,2.2288889728455303,COMPLETE
63,63,0.5267831770389315,2023-04-07 18:35:01.855927,2023-04-07 18:35:07.487314,0 days 00:00:05.631387,0.22531651344611164,0.12019931073760909,0.21182317261570544,0.5965151099329938,256,49,131,0.5129113001612672,4.47037244217559,2.4088551079849303,COMPLETE
64,64,0.39514066496163686,2023-04-07 18:35:07.487671,2023-04-07 18:35:12.331919,0 days 00:00:04.844248,0.09368076502567939,0.09679708979115385,0.2756217484768697,0.534281971270133,251,11,145,0.8336637355210417,3.703451111126501,3.487212469013447,COMPLETE
65,65,0.5561238988348962,2023-04-07 18:35:12.332279,2023-04-07 18:35:17.175587,0 days 00:00:04.843308,0.14062354758986387,0.14936853939379402,0.23680400143433147,0.4792710887872104,247,45,88,0.37891783550478797,4.244492046963238,2.00719491897156,COMPLETE
66,66,0.385052571753339,2023-04-07 18:35:17.175945,2023-04-07 18:35:24.145274,0 days 00:00:06.969329,0.032046855948665465,0.06535571566960041,0.17505947575139894,0.5703658578656975,253,48,65,1.7893197877484697,5.365454743908654,3.104974137525757,COMPLETE
67,67,0.47790565501562937,2023-04-07 18:35:24.145644,2023-04-07 18:35:35.465512,0 days 00:00:11.319868,0.09152645411165856,0.16221199172102638,0.12112574463958634,0.6143112316864466,267,32,114,0.10334518436350282,4.00445107811895,2.6164743285240655,COMPLETE
68,68,0.219664677465189,2023-04-07 18:35:35.465893,2023-04-07 18:35:41.068208,0 days 00:00:05.602315,0.23015271998560838,0.012642679913543398,0.2236884383052609,0.6753707462871483,259,41,234,1.1002895049627437,4.593528467310574,3.8997200222883386,COMPLETE
